Meeting,Meeting Date,Origin,Index Title,Title,Published,Page URL,PDF URL
SAGE 76,2021-01-14,SAGE Minutes,"SAGE 76 minutes: Coronavirus (COVID-19) response, 14 January 2021","SAGE 76 minutes: Coronavirus (COVID-19) response, 14 January 2021",2021-01-29,https://www.gov.uk/government/publications/sage-76-minutes-coronavirus-covid-19-response-14-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/957026/s1030-covid-19-sage-76-minutes.pdf
SAGE 76,2021-01-14,EMG/SPI-B/SPI-M,"EMG/SPI-B/SPI-M: Reducing within- and between-household transmission in light of new variant SARS-CoV-2, 14 January 2021","Reducing within-and between-household transmission in light of new variant SARS-CoV-2, 14 January 2021",2021-01-15,https://www.gov.uk/government/publications/emgspi-bspi-m-reducing-within-and-between-household-transmission-in-light-of-new-variant-sars-cov-2-14-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/952799/s1020-Reducing-within-between-household-transmission.pdf
SAGE 76,2021-01-14,SPI-M-O,"SPI-M-O: Medium-term projections, 13 January 2021",SPI-M-O: Medium-term projections - 13 January 2021,2021-01-29,https://www.gov.uk/government/publications/spi-m-o-medium-term-projections-13-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/957007/s1022-spi-m-o-medium-term-projections-130121.pdf
SAGE 76,2021-01-14,SPI-M-O,"SPI-M-O: Consensus statement on COVID-19, 13 January 2021",SPI-M-O: Consensus statement on COVID-19 - 13 January 2021,2021-01-29,https://www.gov.uk/government/publications/spi-m-o-consensus-statement-on-covid-19-13-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/957006/s1021-spi-m-o-consensus-statement-130121.pdf
SAGE 76,2021-01-14,PHE,"PHE: Investigation of novel SARS-CoV-2 variant of concern 202012/01 - technical briefing 4, 13 January 2021",Technical briefing documents on the novel SARS-CoV-2 variant,2021-01-29,https://www.gov.uk/government/publications/phe-investigation-of-novel-sars-cov-2-variant-of-concern-20201201-technical-briefing-4-13-january-2021,https://www.gov.uk/government/publications/investigation-of-novel-sars-cov-2-variant-variant-of-concern-20201201
SAGE 76,2021-01-14,NERVTAG,"NERVTAG: Brief note on SARS-CoV-2 variants, 13 January 2021",NERVTAG: Brief note on SARS-CoV-2 variants - 13 January 2021,2021-01-29,https://www.gov.uk/government/publications/nervtag-brief-note-on-sars-cov-2-variants-13-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/957009/s1026-nervtag-note-variants-of-concern.pdf
SAGE 76,2021-01-14,EMG,"EMG: Application of physical distancing and fabric face coverings in mitigating the B117 variant SARS-CoV-2 virus in public, workplace and community, 13 January 2021","EMG: Application of physical distancing and fabric face coverings in mitigating the B117 variant SARS-CoV-2 virus in public, workplace and community - 13 January 2021",2021-01-29,https://www.gov.uk/government/publications/emg-application-of-physical-distancing-and-fabric-face-coverings-in-mitigating-the-b117-variant-sars-cov-2-virus-in-public-workplace-and-community,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/957010/s1029-emg-face-coverings-distancing.pdf
SAGE 76,2021-01-14,Dynamic CO-CIN report,"Dynamic CO-CIN report to SAGE and NERVTAG (recent cases), 13 January 2021",Dynamic CO-CIN report to SAGE and NERVTAG (recent cases) - 13 January 2021,2021-01-29,https://www.gov.uk/government/publications/dynamic-co-cin-report-to-sage-and-nervtag-recent-cases-13-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/957016/s1034-co-cin-2nd-wave-130121.pdf
SAGE 76,2021-01-14,Dynamic CO-CIN report,"Dynamic CO-CIN report to SAGE and NERVTAG (all cases), 13 January 2021",Dynamic CO-CIN report to SAGE and NERVTAG (all cases) - 13 January 2021,2021-01-29,https://www.gov.uk/government/publications/dynamic-co-cin-report-to-sage-and-nervtag-all-cases-13-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/957020/s1035-co-cin-all-cases-130121.pdf
SAGE 76,2021-01-14,Imperial College London,"Imperial College London: Potential profile of the COVID-19 epidemic in the UK under different vaccination roll out strategies, 13 January 2021","Imperial College London: Potential profile of the COVID-19 epidemic in the UK under different vaccination roll out strategies, 13 January 2021",2021-02-05,https://www.gov.uk/government/publications/imperial-college-london-potential-profile-of-the-covid-19-epidemic-in-the-uk-under-different-vaccination-roll-out-strategies-13-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958913/S1024_SPI-M_vaccination_ask_Imperial_College.pdf
SAGE 76,2021-01-14,University of Warwick,"University of Warwick: COVID-19 vaccine impact forecast, 13 January 2021","University of Warwick: COVID-19 vaccine impact forecast, 13 January 2021",2021-02-05,https://www.gov.uk/government/publications/university-of-warwick-covid-19-vaccine-impact-forecast-13-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958738/S1023_SPI-M_Vaccine_scenarios_.pdf
SAGE 76,2021-01-14,Isaac Newton Institute,"Isaac Newton Institute: COVID-19 and universities, 13 January 2021","Higher Education working group: COVID-19 and Universities, 13 January 2021",2021-02-22,https://www.gov.uk/government/publications/isaac-newton-institute-covid-19-and-universities-13-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963335/S1028_COVID19_and_Universities_Report_from_the_Higher_Education_working_group_at_the_Isaac_Newton_Institute.pdf
SAGE 76,2021-01-14,SPI-B,"SPI-B: Return to campus for Spring term: risk of increased transmission from student migration, 13 January 2021",SPI-B: Return to campus for Spring term: risk of increased transmission from student migration - 13 January 2021,2021-02-22,https://www.gov.uk/government/publications/spi-b-return-to-campus-for-spring-term-risk-of-increased-transmission-from-student-migration-13-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963377/S1027_SPI-B_-_Return_to_campus_for_Spring_term_-_risk_of_increased_transmission_from_student_migration.pdf
SAGE 77,2021-01-21,SAGE Minutes,"SAGE 77 minutes: Coronavirus (COVID-19) response, 21 January 2021","SAGE 77 minutes: Coronavirus (COVID-19) response, 21 January 2021",2021-02-05,https://www.gov.uk/government/publications/sage-77-minutes-coronavirus-covid-19-response-21-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958730/S1037_Covid-19_SAGE_77_minutes.pdf
SAGE 77,2021-01-21,Dynamic CO-CIN report,"Dynamic CO-CIN report to SAGE and NERVTAG (all cases), 20 January 2021","Dynamic CO-CIN report to SAGE and NERVTAG (all cases), 20 January 2021",2021-02-05,https://www.gov.uk/government/publications/dynamic-co-cin-report-to-sage-and-nervtag-all-cases-20-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958721/S1041_CO-CIN_Whole_Cohort.pdf
SAGE 77,2021-01-21,Dynamic CO-CIN report,"Dynamic CO-CIN report to SAGE and NERVTAG (recent cases), 20 January 2021","Dynamic CO-CIN report to SAGE and NERVTAG (recent cases), 20 January 2021",2021-02-05,https://www.gov.uk/government/publications/dynamic-co-cin-report-to-sage-and-nervtag-recent-cases-20-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958725/S1042_CO-CIN_2nd_Wave.pdf
SAGE 77,2021-01-21,DfT and FCDO,"DfT and FCDO: International importation, border and travel measures, 21 January 2021","DfT and FCDO: International importation, border and travel measures, 21 January 2021",2021-02-05,https://www.gov.uk/government/publications/dft-and-fcdo-international-importation-border-and-travel-measures-21-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/961099/s1046-international-importation-border-travel-measures.pdf
SAGE 77,2021-01-21,SPI-M-O,"SPI-M-O: Medium-term projections, 20 January 2021"," SPI-M-O: Medium-term projections, 20 January 2021",2021-02-05,https://www.gov.uk/government/publications/spi-m-o-medium-term-projections-20-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958728/S1039_SPI-M-O_MediumTermProjections.pdf
SAGE 77,2021-01-21,SPI-M-O,"SPI-M-O: Consensus statement on COVID-19, 20 January 2021","SPI-M-O: Consensus statement on COVID-19, 20 January 2021",2021-02-05,https://www.gov.uk/government/publications/spi-m-o-consensus-statement-on-covid-19-20-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958729/S1038_SPI-M-O_Consensus_Statement.pdf
SAGE 77,2021-01-21,CO-CIN,"CO-CIN: Hospital case fatality and emergence of variant of concern B.1.1.7, rapid report to NERVTAG and SAGE, 19 January 2021","Hospital case fatality and emergence of variant of concern B.1.1.7, rapid CO-CIN report to NERVTAG and SAGE - 19 January 2021",2021-02-12,https://www.gov.uk/government/publications/co-cin-hospital-case-fatality-and-emergence-of-variant-of-concern-b117-rapid-report-to-nervtag-and-sage-19-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/961044/s1043-co-cin-voc-b117.pdf
SAGE 77,2021-01-21,,"Independent analysis on recent hospital case fatality and variant of concern VOC2020-01 using CO-CIN data, 20 January 2021","Independent analysis on recent hospital case fatality and variant of concern VOC2020-01 using CO-CIN data, 20 January 2021",2021-02-12,https://www.gov.uk/government/publications/independent-analysis-on-recent-hospital-case-fatality-and-variant-of-concern-voc2020-01-using-co-cin-data-20-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/961102/s1044-independent-analysis-recent-hospital-mortality-rates-voc2020-01.pdf
SAGE 77,2021-01-21,NERVTAG,"NERVTAG: Update note on variants of concern, 21 January 2021",NERVTAG: Update note on variants of concern - 21 January 2021,2021-02-12,https://www.gov.uk/government/publications/nervtag-update-note-on-variants-of-concern-21-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/961048/s1045-nervtag-variants-update-note-20-january-2021.pdf
SAGE 77,2021-01-21,NERVTAG,"NERVTAG: Note on B.1.1.7 severity, 20 January 2021","NERVTAG: Note on B.1.1.7 severity, 20 January 2021 ",2021-02-12,https://www.gov.uk/government/publications/nervtag-note-on-b117-severity-20-january-2021,https://www.gov.uk/government/publications/nervtag-paper-on-covid-19-variant-of-concern-b117
SAGE 78,2021-01-28,SAGE Minutes,"SAGE 78 minutes: Coronavirus (COVID-19) response, 28 January 2021","SAGE 78 minutes: Coronavirus (COVID-19) response, 28 January 2021",2021-02-22,https://www.gov.uk/government/publications/sage-78-minutes-coronavirus-covid-19-response-28-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963347/S1061_SAGE__78_minutes__1_.pdf
SAGE 78,2021-01-28,SPI-M-O,"SPI-M-O: Consensus statement on COVID-19, 27 January 2021","SPI-M-O: Consensus statement on COVID-19, 27 January 2021 ",2021-02-12,https://www.gov.uk/government/publications/spi-m-o-consensus-statement-on-covid-19-27-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/961104/s1059-spi-m-o-consensus-statement-270121.pdf
SAGE 78,2021-01-28,Dynamic CO-CIN report,"Dynamic CO-CIN report to SAGE and NERVTAG (all cases), 27 January 2021","Dynamic CO-CIN report to SAGE and NERVTAG (all cases), 27 January 2021",2021-02-12,https://www.gov.uk/government/publications/dynamic-co-cin-report-to-sage-and-nervtag-all-cases-27-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/960930/S1070_CO-CIN_Whole_Cohort.pdf
SAGE 78,2021-01-28,Dynamic CO-CIN report,"Dynamic CO-CIN report to SAGE and NERVTAG (recent cases), 27 January 2021","Dynamic CO-CIN report to SAGE and NERVTAG (recent cases), 27 January 2021",2021-02-12,https://www.gov.uk/government/publications/dynamic-co-cin-report-to-sage-and-nervtag-recent-cases-27-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/960926/S1069_CO-CIN_2nd_Wave.pdf
SAGE 78,2021-01-28,SPI-M-O,"SPI-M-O: Medium-term projections, 27 January 2021","SPI-M-O: Medium-term projections, 27 January 2021",2021-02-12,https://www.gov.uk/government/publications/spi-m-o-medium-term-projections-27-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/961105/s1060-spi-m-o-medium-term-projections-270121.pdf
SAGE 78,2021-01-28,NERVTAG,"NERVTAG: Brief note on SARS-CoV-2 B.1.351, 27 January 2021",NERVTAG: Brief note on SARS-CoV-2 B.1.351 - 27 January 2021,2021-02-12,https://www.gov.uk/government/publications/nervtag-brief-note-on-sars-cov-2-b1351-27-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/961106/s1062-nervtag-variant-note-B1351-270121.pdf
SAGE 78,2021-01-28,NERVTAG,"NERVTAG: Note on variant P.1, 27 January 2021","NERVTAG: Note on variant P.1, 27 January 2021 ",2021-02-12,https://www.gov.uk/government/publications/nervtag-note-on-variant-p1-27-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/961117/s1064-nervtag-variant-note-P1-270121.pdf
SAGE 78,2021-01-28,NERVTAG,"NERVTAG: Update note on variant B.1.1.7, 27 January 2021","NERVTAG: Update note on variant B.1.1.7, 27 January 2021",2021-02-12,https://www.gov.uk/government/publications/nervtag-update-note-on-variant-b117-27-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/961114/s1063-nervtag-update-variant-b117-270121.pdf
SAGE 78,2021-01-28,CO-CIN,"CO-CIN: Age, sex and status at 28 days for hospital inpatients with proven SARS-CoV-2 infection, 28 January 2021","Age, sex and status at 28 days for hospital inpatients with proven SARS-CoV-2 infection - 28 January 2021 ",2021-02-12,https://www.gov.uk/government/publications/co-cin-age-sex-and-status-at-28-days-for-hospital-inpatients-with-proven-sars-cov-2-infection-28-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/961057/s1058-co-cin-age-sex-status-at-28-days.pdf
SAGE 78,2021-01-28,PHE and LSHTM,"PHE and LSHTM: The contribution of nosocomial infections to the first wave, 28 January 2021",The contribution of nosocomial infections to the first wave - 28 January 2021,2021-02-12,https://www.gov.uk/government/publications/phe-and-lshtm-the-contribution-of-nosocomial-infections-to-the-first-wave-28-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/961210/S1056_Contribution_of_nosocomial_infections_to_the_first_wave.pdf
SAGE 78,2021-01-28,SPI-M-O,"SPI-M-O: Statement on relaxation of NPIs and the re-opening of schools, 27 January 2021",SPI-M-O: Statement on relaxation of NPIs and the re-opening of schools - 27 January 2021,2021-02-22,https://www.gov.uk/government/publications/spi-m-o-statement-on-relaxation-of-npis-and-the-re-opening-of-schools-27-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963359/S1072_SPI-M-O_Statement_on_relaxation_of_NPI_scenarios__schools_.pdf
SAGE 79,2021-02-04,SAGE Minutes,"SAGE 79 minutes: Coronavirus (COVID-19) response, 4 February 2021","SAGE 79 minutes: Coronavirus (COVID-19) response, 4 February 2021",2021-02-22,https://www.gov.uk/government/publications/sage-79-minutes-coronavirus-covid-19-response-4-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963366/S1082_SAGE__79_Minutes.pdf
SAGE 79,2021-02-04,Dynamic CO-CIN report,"Dynamic CO-CIN report to SAGE and NERVTAG (recent cases), 4 February 2021",Dynamic CO-CIN report to SAGE and NERVTAG (recent cases) - 4 February 2021,2021-02-19,https://www.gov.uk/government/publications/dynamic-co-cin-report-to-sage-and-nervtag-recent-cases-4-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/962828/s1084-dynamic-co-cin-report-recent-cases-040221.pdf
SAGE 79,2021-02-04,Dynamic CO-CIN report,"Dynamic CO-CIN report to SAGE and NERVTAG (all cases), 4 February 2021",Dynamic CO-CIN report to SAGE and NERVTAG (all cases) - 4 February 2021,2021-02-19,https://www.gov.uk/government/publications/dynamic-co-cin-report-to-sage-and-nervtag-all-cases-4-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/962827/s1083-dynamic-co-cin-report-all-cases-040221.pdf
SAGE 79,2021-02-04,,"Multicentre cohort study on in-hospital complications in COVID-19, 4 February 2021",Multicentre cohort study on in hospital complications in COVID 19 - 4 February 2021,2021-02-19,https://www.gov.uk/government/publications/multicentre-cohort-study-on-in-hospital-complications-in-covid-19-4-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/962826/s1081-in-hospital-complications-isaric.pdf
SAGE 79,2021-02-04,ONS,"ONS: Update on long COVID-19 prevalence estimate, 1 February 2021","ONS: Update on long COVID prevalence estimate, 1 February 2021",2021-02-19,https://www.gov.uk/government/publications/ons-update-on-long-covid-19-prevalence-estimate-1-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/962830/s1079-ons-update-on-long-covid-prevalence-estimate.pdf
SAGE 79,2021-02-04,ONS,"ONS: Post-COVID-19 complications following hospitalisation, 3 February 2021",ONS: Post-COVID-19 complications following hospitalisation - 3 February 2021,2021-02-19,https://www.gov.uk/government/publications/ons-post-covid-19-complications-following-hospitalisation-3-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/962831/s1080-post-covid-19-complications-following-hospitalisation.pdf
SAGE 79,2021-02-04,SPI-M-O,"SPI-M-O: Medium-term projections, 3 February 2021",SPI-M-O: Medium-term projections - 3 February 2021,2021-02-19,https://www.gov.uk/government/publications/spi-m-o-medium-term-projections-3-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/962825/s1074-spi-m-o-medium-term-projections-030221.pdf
SAGE 79,2021-02-04,SPI-M-O,"SPI-M-O: Consensus statement on COVID-19, 3 February 2021",SPI-M-O: Consensus statement on COVID-19 - 3 February 2021,2021-02-19,https://www.gov.uk/government/publications/spi-m-o-consensus-statement-on-covid-19-3-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/962824/s1073-spi-m-o-consensus-statement-030221.pdf
SAGE 79,2021-02-04,University of Warwick,"University of Warwick: Relaxation of NPIs as vaccination proceeds, 2 February 2021",University of Warwick: Relaxation of NPIs as vaccination proceeds - 2 February 2021,2021-02-22,https://www.gov.uk/government/publications/university-of-warwick-relaxation-of-npis-as-vaccination-proceeds-4-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963360/S1077_Vaccination_and_NPIs_Warwick.pdf
SAGE 79,2021-02-04,Imperial College London,"Imperial College London: Strategies for gradually lifting NPIs in parallel to COVID-19 vaccine roll-out in the UK, 3 February 2021",Imperial College London COVID-19 Response Team: Strategies for gradually lifting NPIs in parallel to COVID-19 vaccine roll-out in the UK - 3 February 2021 ,2021-02-22,https://www.gov.uk/government/publications/imperial-college-london-strategies-for-gradually-lifting-npis-in-parallel-to-covid-19-vaccine-roll-out-in-the-uk-4-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963364/S1078_SPI-M_vaccination_ask_Imperial_College_.pdf
SAGE 79,2021-02-04,SPI-M-O,"SPI-M-O: Summary of modelling on easing restrictions, 3 February 2021","SPI-M-O: Summary of modelling on easing restrictions, 3 February 2021",2021-02-22,https://www.gov.uk/government/publications/spi-m-o-summary-of-modelling-on-easing-restrictions-3-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963504/S1075_SPI-M-O_summary_of_modelling_on_easing_restrictions__1_.pdf
SAGE 79,2021-02-04,Welsh Government TAG,"Welsh Government TAG: Using behavioural science to inform policy and practice, 26 January 2021",Pandemic and beyond using behavioural science to inform policy and practice - 26 January 2021,2021-02-01,https://www.gov.uk/government/publications/welsh-government-tag-using-behavioural-science-to-inform-policy-and-practice-26-january-2021,https://www.gov.wales/technical-advisory-group-using-behavioural-science-inform-policy-and-practice
SAGE 80,2021-02-11,SAGE Minutes,"SAGE 80 minutes: Coronavirus (COVID-19) response, 11 February 2021","SAGE 80 minutes: Coronavirus (COVID-19) response, 11 February 2021",,https://www.gov.uk/government/publications/sage-80-minutes-coronavirus-covid-19-response-11-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963390/S1115_SAGE_80_Minutes.pdf
SAGE 80,2021-02-11,NERVTAG,"NERVTAG: Update note on B.1.1.7 severity, 11 February 2021",NERVTAG: Update note on B.1.1.7 severity - 11 February 2021,2021-02-12,https://www.gov.uk/government/publications/nervtag-update-note-on-b117-severity-11-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/961042/S1095_NERVTAG_update_note_on_B.1.1.7_severity_20210211.pdf
SAGE 80,2021-02-11,PHE,"PHE: Investigation of novel SARS-CoV-2 variants of concern (England) - technical briefing 6, 11 February 2021",PHE: Investigation of novel SARS-CoV-2 variants of concern - England. Technical briefing 6 - 11 February 2021,2021-02-13,https://www.gov.uk/government/publications/phe-investigation-of-novel-sars-cov-2-variants-of-concern-england-technical-briefing-6-11-february-2021,https://www.gov.uk/government/publications/investigation-of-novel-sars-cov-2-variant-variant-of-concern-20201201
SAGE 80,2021-02-11,Dynamic CO-CIN report,"Dynamic CO-CIN report to SAGE and NERVTAG (recent cases), 11 February 2021",Dynamic CO-CIN report to SAGE and NERVTAG (recent cases) - 11 February 2021,2021-02-19,https://www.gov.uk/government/publications/dynamic-co-cin-report-to-sage-and-nervtag-recent-cases-11-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/962829/s1104-dynamic-co-cin-report-recent-cases-110221.pdf
SAGE 80,2021-02-11,SPI-M-O,"SPI-M-O: Consensus statement on COVID-19, 10 February 2021",SPI-M-O: Consensus statement on COVID-19 - 10 February 2021,2021-02-22,https://www.gov.uk/government/publications/spi-m-o-consensus-statement-on-covid-19-10-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963368/S1096_SPI-M-O_Consensus_Statement_on_COVID-19.pdf
SAGE 80,2021-02-11,Juniper consortium,"Juniper consortium: Impact of partial school openings, 10 February 2021",Juniper consortium: Impact of partial school openings - 10 February 2021,2021-02-22,https://www.gov.uk/government/publications/juniper-consortium-impact-of-partial-school-openings-10-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963372/S1110_Impact_of_partial_school_openings_JUNIPER.pdf
SAGE 80,2021-02-11,TFC,"TFC: Children and transmission - update paper, 10 February 2021","Children’s Task and Finish Group: update to 17 December 2020 paper on children, schools and transmission, 10 February 2021 ",2021-02-22,https://www.gov.uk/government/publications/tfc-children-and-transmission-update-paper-10-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963381/S1102_Children_s_Task_and_Finish_Group_update_to_17th_December_2020_paper_on_children__schools_and_transmission.pdf
SAGE 80,2021-02-11,SPI-M-O,"SPI-M-O: Summary of modelling on scenario for easing restrictions, 7 February 2021","SPI-M-O: Summary of modelling on scenario for easing restrictions, 6 February 2021",2021-02-22,https://www.gov.uk/government/publications/spi-m-o-summary-of-modelling-on-scenario-for-easing-restrictions-6-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963400/S1116_SPI-M-O_Summary_of_modelling_on_scenario_for_easing_restrictions.pdf
SAGE 80,2021-02-11,Imperial College London,"Imperial College London: Unlocking roadmap scenarios for England, 5 February 2021","Imperial College London: Unlocking Roadmap Scenarios for England, 5 February 2021",2021-02-22,https://www.gov.uk/government/publications/imperial-college-london-unlocking-roadmap-scenarios-for-england-5-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963445/S1117_Unlocking_roadmap_scenarios_for_England.pdf
SAGE 80,2021-02-11,University of Warwick,"University of Warwick: Roadmaps for relaxation of NPIs, 6 February 2021",University of Warwick: Roadmaps for relaxation of NPIs - 6 February 2021,2021-02-22,https://www.gov.uk/government/publications/university-of-warwick-roadmaps-for-relaxation-of-npis-6-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963444/S1118_Roadmaps_for_relaxation_of_NPIs__Warwick.pdf
SAGE 80,2021-02-11,TFC,"TFC: COVID-19 in higher education settings, 10 February 2021",Children’s Task and Finish Group: Paper on higher education settings -10 February 2021,2021-02-22,https://www.gov.uk/government/publications/tfc-covid-19-in-higher-education-settings-10-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963387/S1103_Children_s_Task_and_finish_Group_Paper_on_Higher_Education_Settings_.pdf
SAGE 80,2021-02-11,SPI-M-O,"SPI-M-O: Medium-term projections, 10 February 2021",SPI-M-O: Medium-term projections - 10 February 2021,2021-02-26,https://www.gov.uk/government/publications/spi-m-o-medium-term-projections-10-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/965088/s1097-spi-m-o-medium-term-projections-100221.pdf
SAGE 80,2021-02-11,SPI-B,"SPI-B: Behavioural and social considerations when reducing restrictions, 10 February 2021",SPI-B: Behavioural and social considerations when reducing restrictions - 10 February 2021,2021-02-26,https://www.gov.uk/government/publications/spi-b-behavioural-and-social-considerations-when-reducing-restrictions-10-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/965089/s1099-spi-b-behavioural-social-considerations-when-reducing-restrictions.pdf
SAGE 80,2021-02-11,EMG,"EMG: COVID-19 risk by occupation and workplace, 11 February 2021",EMG - Transmission Group: COVID-19 risk by occupation and workplace - 11 February 2021,2021-02-26,https://www.gov.uk/government/publications/emg-covid-19-risk-by-occupation-and-workplace-11-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/965094/s1100-covid-19-risk-by-occupation-workplace.pdf
SAGE 81,2021-02-18,SAGE Minutes,"SAGE 81 minutes: Coronavirus (COVID-19) response, 18 February 2021","SAGE 81 minutes: Coronavirus (COVID-19) response, 18 February 2021",2021-02-22,https://www.gov.uk/government/publications/sage-81-minutes-coronavirus-covid-19-response-18-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963393/S1127_SAGE_81_Minutes.pdf
SAGE 81,2021-02-18,SPI-M-O,"SPI-M-O: Summary of modelling on roadmap scenarios, 17 February 2021",SPI-M-O: Summary of modelling on roadmap scenarios - 17 February 2021,2021-02-22,https://www.gov.uk/government/publications/spi-m-o-summary-of-modelling-on-roadmap-scenarios-17-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963565/S1130_SPI-M-O_Summary_of_further_modelling_of_easing_restrictions.pdf
SAGE 81,2021-02-18,Imperial College London,"Imperial College London: Unlocking roadmap scenarios for England, 18 February 2021","Imperial College London: Unlocking roadmap ccenarios for England, 18 February 2021",2021-02-22,https://www.gov.uk/government/publications/imperial-college-london-unlocking-roadmap-scenarios-for-england-18-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963440/S1129__Unlocking__Roadmap_Scenarios_for_England_.pdf
SAGE 81,2021-02-18,University of Warwick,"University of Warwick: Roadmaps for relaxation of NPIs, 15 February 2021",University of Warwick : Roadmaps for Relaxation of NPIs - 15 February 2021,2021-02-22,https://www.gov.uk/government/publications/university-of-warwick-roadmaps-for-relaxation-of-npis-18-february-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963428/S1128_Roadmaps_for_Relaxation_of_NPIs__modelling_impact_of_vaccine_rollout._University_of_Warwick.pdf
